rank Youtuber subscribers video_views category Title uploads Country Abbreviation channel_type video_views_rank country_rank channel_type_rank video_views_for_the_last_30_days lowest_monthly_earnings highest_monthly_earnings lowest_yearly_earnings highest_yearly_earnings subscribers_for_last_30_days created_year created_month created_date Gross_tertiary_education_enrollment_(%) Population Unemployment_rate Urban_population Latitude Longitude
619 DM_-_Desi_Melodies 15700000 5914071870 Music DM_-_Desi_Melodies 79 India IN Music 1071 97 121 141842000 35500 567400 425500 6800000 300000 2017 Jul 8 28.1 1366417754 5.36 471031528 20.593684 78.96288
620 MY_FAMILY 15700000 6153495609 nan My_Family 150 Singapore SG People 731590 1203 3244 939647 235 3800 2800 45100 800 2019 Dec 3 84.8 5703569 4.11 5703569 1.352083 103.819836
621 Team_Films_Bhojpuri 15700000 6626563508 Music Team_Films_Bhojpuri 19703 India IN Music 902 97 121 30744000 7700 123000 92200 1500000 nan 2014 Jul 18 28.1 1366417754 5.36 471031528 20.593684 78.96288
622 Zee_Music_Classic 15700000 5558051295 Music Zee_Music_Classic 1640 India IN Music 1174 97 121 86450000 21600 345800 259300 4100000 100000 2014 May 20 28.1 1366417754 5.36 471031528 20.593684 78.96288
623 Prime_Video_India 15700000 8696631898 Entertainment Prime_Video_India 7090 United_States US Entertainment 569 144 139 335111000 83800 1300000 1000000 16100000 1200000 2016 Oct 3 88.2 328239523 14.7 270663028 37.09024 -95.712891
624 Caeli_YT 15600000 1511794214 Entertainment Caeli_YT 483 Mexico MX Entertainment 7440 24 140 62551000 0 0 0 0 nan 2010 Sep 22 40.2 126014024 3.42 102626859 23.634501 -102.552784
625 Kuplinov_ï¿½ï¿½ï¿ 15600000 6862529416 Gaming Kuplinov_ï¿½ï¿½ï¿ 6623 nan nan Games 863 nan 44 98660000 24700 394600 296000 4700000 200000 2012 Dec 23 nan nan nan nan nan nan
626 Linus_Tech_Tips 15600000 7172386509 Science_&_Technology Linus_Tech_Tips 6542 Canada CA Tech 802 7 11 88224000 22100 352900 264700 4200000 100000 2008 Nov 25 68.9 36991981 5.56 30628482 56.130366 -106.346771
627 Juliana_Baltar 15600000 3869457097 Entertainment Juliana_Baltar 2019 Brazil BR Entertainment 2002 34 140 56218000 14100 224900 168700 2700000 100000 2010 May 9 51.3 212559417 12.08 183241641 -14.235004 -51.92528
628 5-Minute_Crafts_FAMILY 15600000 6165757696 People_&_Blogs 5-Minute_Crafts_FAMILY 4245 United_States US Howto 1005 145 21 27382000 6800 109500 82100 1300000 nan 2018 Dec 13 88.2 328239523 14.7 270663028 37.09024 -95.712891
629 Blippi_Espaï¿½ï 15500000 8984089026 People_&_Blogs Blippi_Espaï¿½ï 598 Mexico MX Education 538 24 32 90012000 22500 360000 270000 4300000 100000 2017 Jan 13 40.2 126014024 3.42 102626859 23.634501 -102.552784
630 Super_Senya 15500000 5070970714 Entertainment Super_Senya 0 nan nan nan 4057944 nan nan nan 0 0 0 0 nan 2017 Jul 27 nan nan nan nan nan nan
631 Katakit_Baby_TV 15500000 6386271870 Music Katakit_Baby_TV 220 Saudi_Arabia SA Music 954 4 122 90914000 22700 363700 272700 4400000 200000 2010 Jul 26 68 34268528 5.93 28807838 23.885942 45.079162
632 Infobells_Bangla 15500000 7776706184 Education Infobells_Bangla 359 India IN Education 687 98 32 167888000 42000 671600 503700 8100000 300000 2016 Jun 13 28.1 1366417754 5.36 471031528 20.593684 78.96288
633 ýýýýýýýý_ýý_ýýýýýýýý 15500000 8265129639 Shows ýýýýýýýý_ýý_ýýýýýýýý 1021 Saudi_Arabia SA Film 619 4 33 135036000 33800 540100 405100 6500000 300000 2017 May 16 68 34268528 5.93 28807838 23.885942 45.079162
634 Henrique_e_Juliano 15500000 14619523361 Music Henrique_e_Juliano 325 Brazil BR Music 236 35 123 163678000 40900 654700 491000 7900000 nan 2009 Jun 27 51.3 212559417 12.08 183241641 -14.235004 -51.92528
635 Mr_DegrEE 15500000 12880388253 Science_&_Technology MrDegree 0 United_States US Entertainment 4057944 5048 4453 nan 0 0 0 0 10 2016 Mar 2 88.2 328239523 14.7 270663028 37.09024 -95.712891
636 Kashvi_Adlakha 15500000 12714141740 Entertainment Kashvi_Adlakha 1525 India IN Entertainment 300 99 141 139123000 34800 556500 417400 6700000 200000 2017 Apr 9 28.1 1366417754 5.36 471031528 20.593684 78.96288
637 Talking_Tom_&_Friends 15500000 6396049701 Entertainment Talking_Tom_&_Friends 417 United_States US Film 956 146 34 27375000 6800 109500 82100 1300000 nan 2010 Oct 14 88.2 328239523 14.7 270663028 37.09024 -95.712891
638 ýýýýýýýý_ýýýýýýýýýýýýýý_ýýýý_5_ýýýýýýýýýý 15500000 4499826716 Howto_&_Style ýýýýýýýý_ýýýýýýýýýýýýýý_ýýýý_5_ýýýýýýýýýý 5183 Egypt EG Howto 1597 1 22 32916000 8200 131700 98700 1600000 100000 2017 Dec 8 35.2 100388073 10.76 42895824 26.820553 30.802498
639 Harsh_Beniwal 15400000 1781226000 Comedy Harsh_Beniwal 165 India IN Comedy 5724 100 27 27963000 7000 111900 83900 1300000 100000 2015 May 6 28.1 1366417754 5.36 471031528 20.593684 78.96288
640 FFUNTV 15400000 11513738907 Gaming FFUNTV 379 United_Arab_Emirates AE Entertainment 349 6 141 80172000 20000 320700 240500 3800000 200000 2018 Jul 18 36.8 9770529 2.35 8479744 23.424076 53.847818
641 Mobile_Legends:_Bang_Bang 15400000 1543608082 Gaming Mobile_Legends:_Bang_Bang 1647 United_States US Games 6793 147 45 55369000 13800 221500 166100 2700000 100000 2016 Jul 14 88.2 328239523 14.7 270663028 37.09024 -95.712891
642 Roman_Atwood_Vlogs 15400000 5469103954 People_&_Blogs Roman_Atwood_Vlogs 1756 United_States US People 1201 147 42 1583000 396 6300 4700 76000 nan 2013 Aug 12 88.2 328239523 14.7 270663028 37.09024 -95.712891
643 Mrwhosetheboss 15400000 3736069980 Science_&_Technology Mrwhosetheboss 1577 United_Kingdom GB Tech 2083 24 12 167697000 41900 670800 503100 8000000 400000 2011 Apr 20 60 66834405 3.85 55908316 55.378051 -3.435973
644 Genierock 15400000 14564170905 Music Genierock 1725 Thailand TH Music 239 11 124 82798000 20700 331200 248400 4000000 100000 2008 Mar 9 49.3 69625582 0.75 35294600 15.870032 100.992541
645 zayn 15400000 4909687948 Music zayn 21 United_States US Music 1401 147 124 36790000 9200 147200 110400 1800000 100000 2016 Jan 26 88.2 328239523 14.7 270663028 37.09024 -95.712891
646 Kerajinan_5-Menit 15400000 4750420071 People_&_Blogs Kerajinan_5-Menit 4186 Indonesia ID Howto 1461 23 23 19740000 4900 79000 59200 947500 nan 2018 Nov 21 36.3 270203917 4.69 151509724 -0.789275 113.921327
647 FC_Barcelona 15300000 2656528205 Sports FC_Barcelona 10988 Spain ES Sports 3356 11 9 84867000 21200 339500 254600 4100000 200000 2006 Feb 6 88.9 47076781 13.96 37927409 40.463667 -3.74922
648 Dave_and_Ava_-_Nursery_Rhymes_and_Baby_Songs 15300000 10714145606 Education Dave_and_Ava_-_Nursery_Rhymes_and_Baby_Songs 851 United_States US Education 390 148 33 77053000 19300 308200 231200 3700000 nan 2014 Dec 4 88.2 328239523 14.7 270663028 37.09024 -95.712891
649 LOKESH_GAMER 15300000 1640078055 Gaming LOKESH_GAMER 1397 India IN Games 6356 101 46 5920000 1500 23700 17800 284200 nan 2017 Nov 16 28.1 1366417754 5.36 471031528 20.593684 78.96288
650 ILYA_BORZOV 15300000 9938811455 People_&_Blogs ILYA_BORZOV 2175 Russia RU People 441 8 42 475565000 118900 1900000 1400000 22800000 800000 2021 Apr 1 81.9 144373535 4.59 107683889 61.52401 105.318756
651 Mazhavil_Manorama 15300000 16545966132 Entertainment Mazhavil_Manorama 87864 India IN Entertainment 175 100 142 361483000 90400 1400000 1100000 17400000 300000 2011 Oct 31 28.1 1366417754 5.36 471031528 20.593684 78.96288
652 Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 15200000 857725714 People_&_Blogs Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 194 India IN Film 13929 100 35 65380000 16300 261500 196100 3100000 1300000 2017 Oct 15 28.1 1366417754 5.36 471031528 20.593684 78.96288
653 The_MriDul 15200000 4503880875 Comedy The_MriDul 106 India IN Comedy 1593 102 28 98329000 24600 393300 295000 4700000 200000 2015 Mar 14 28.1 1366417754 5.36 471031528 20.593684 78.96288
654 Niana_Guerrero 15200000 1491452935 Entertainment Niana_Guerrero 443 Philippines PH Entertainment 7153 6 144 9980000 2500 39900 29900 479000 nan 2013 Apr 11 35.5 108116615 2.15 50975903 12.879721 121.774017
655 SRK_MUSIC 15200000 6391679636 Music SRK_MUSIC 5056 India IN Music 955 102 126 57809000 14500 231200 173400 2800000 200000 2012 Mar 16 28.1 1366417754 5.36 471031528 20.593684 78.96288
656 Sony_LIV 15200000 7151683497 Entertainment Sony_LIV 11099 India IN Entertainment 794 102 144 210909000 52700 843600 632700 10100000 300000 2014 May 2 28.1 1366417754 5.36 471031528 20.593684 78.96288
657 T-Series_Hamaar_Bhojpuri 15200000 7564652648 Entertainment T-Series_Hamaar_Bhojpuri 9862 India IN Music 728 101 125 105978000 26500 423900 317900 5100000 200000 2011 Nov 1 28.1 1366417754 5.36 471031528 20.593684 78.96288
658 Oyuncak_Avï¿ 15200000 8333387785 Entertainment Oyuncak_Avï¿ 654 Turkey TR Entertainment 615 5 144 4427000 1100 17700 13300 212500 nan 2014 Dec 29 23.9 83429615 13.49 63097818 38.963745 35.243322
659 CNN 15200000 14198154095 News_&_Politics CNN 160405 United_States US News 247 148 16 187006000 46800 748000 561000 9000000 100000 2005 Oct 2 88.2 328239523 14.7 270663028 37.09024 -95.712891
660 NDTV_India 15200000 6624168155 News_&_Politics NDTV_India 91704 India IN News 900 101 16 49662000 12400 198600 149000 2400000 100000 2008 Jan 19 28.1 1366417754 5.36 471031528 20.593684 78.96288
661 It's_Mamix 15100000 1777072487 People_&_Blogs It's_Mamix 210 United_States US People 5778 150 44 15984000 4000 63900 48000 767200 nan 2017 Feb 1 88.2 328239523 14.7 270663028 37.09024 -95.712891
662 Kim_Loaiza 15100000 1576633086 Music Kim_Loaiza 18 nan nan Music 6655 nan 127 26053000 6500 104200 78200 1300000 100000 2019 Jan 18 nan nan nan nan nan nan
663 Daftar_Populer 15100000 2143140898 Education Daftar_Populer 3810 Indonesia ID Entertainment 4520 24 144 17231000 4300 68900 51700 827100 100000 2017 Jan 16 36.3 270203917 4.69 151509724 -0.789275 113.921327
664 Musas 15100000 2400037562 Howto_&_Style Jordi_Sala 159 Andorra AD People 3889418 504 7615 86 0.02 0.34 0.26 4 nan 2006 Mar 12 nan nan nan nan nan nan
665 Ranz_Kyle 15100000 1760131384 People_&_Blogs Ranz_Kyle 533 Philippines PH Entertainment 5849 7 145 12376000 3100 49500 37100 594000 nan 2008 Apr 27 35.5 108116615 2.15 50975903 12.879721 121.774017
666 PowerfulJRE 15100000 3060202847 People_&_Blogs PowerfulJRE 1037 United_States US People 2796 149 43 43409000 10900 173600 130200 2100000 200000 2013 Jan 12 88.2 328239523 14.7 270663028 37.09024 -95.712891
667 Mariale 15100000 2761547758 Howto_&_Style Mariale 2618 United_States US Entertainment 3241 150 145 11956000 3000 47800 35900 573900 nan 2010 Jan 6 88.2 328239523 14.7 270663028 37.09024 -95.712891
668 Makiman131 15100000 4236036141 Gaming Makiman131 2997 Spain ES Entertainment 1760 12 145 5972000 1500 23900 17900 286600 nan 2013 Feb 12 88.9 47076781 13.96 37927409 40.463667 -3.74922
669 Hongyu_ASMR_ï¿½ï¿½ 15100000 4967784343 People_&_Blogs Hongyu_ASMR_ï¿½ï¿½ï 1 nan nan People 4057925 nan 7694 nan 0 0 0 0 nan 2021 Mar 16 nan nan nan nan nan nan
670 Mohamed_Ramadan_I_ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï 15100000 5324913850 People_&_Blogs Mohamed_Ramadan_I_ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï 753 Egypt EG Entertainment 1242 2 145 46060000 11500 184200 138200 2200000 100000 2014 Oct 31 35.2 100388073 10.76 42895824 26.820553 30.802498
671 EdisonPts 15100000 6668507856 Gaming EdisonPts 3733 Russia RU Games 894 10 47 95603000 23900 382400 286800 4600000 100000 2013 Jun 24 81.9 144373535 4.59 107683889 61.52401 105.318756
672 BIGBANG 15100000 7857371770 Music BIGBANG 776 South_Korea KR Music 680 13 127 40806000 10200 163200 122400 2000000 nan 2005 Oct 10 94.3 51709098 4.15 42106719 35.907757 127.766922
673 Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 15100000 9477021288 Comedy Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 921 Argentina AR Comedy 491 13 28 512343000 128100 2000000 1500000 24600000 700000 2016 Aug 2 90 44938712 9.79 41339571 -38.416097 -63.616672
674 ABS-CBN_News 15100000 10489367372 News_&_Politics ABS-CBN_News 209520 Philippines PH News 404 7 17 181644000 45400 726600 544900 8700000 100000 2009 Oct 22 35.5 108116615 2.15 50975903 12.879721 121.774017
675 Chapitosiki 15100000 13897932103 Entertainment Chapitosiki 2717 Russia RU Entertainment 256 9 143 713509000 178400 2900000 2100000 34200000 700000 2020 Jan 24 81.9 144373535 4.59 107683889 61.52401 105.318756
676 AdeleVEVO 15100000 12413869881 Music AdeleVEVO 52 United_Kingdom GB Music 309 25 127 84750000 21200 339000 254300 4100000 100000 2009 Oct 15 60 66834405 3.85 55908316 55.378051 -3.435973
677 MoreAliA 15000000 4352427049 Gaming MoreAliA 2324 United_Kingdom GB Games 1663 25 47 250995000 62700 1000000 753000 12000000 600000 2013 May 6 60 66834405 3.85 55908316 55.378051 -3.435973
678 Chetan_Monga_Vlogs 15000000 9924103188 People_&_Blogs Chetan_Monga_Vlogs 899 India IN People 457 104 45 113572000 28400 454300 340700 5500000 400000 2014 Aug 17 28.1 1366417754 5.36 471031528 20.593684 78.96288
679 Little_Angel_-_Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 15000000 8897705695 Entertainment Little_Angel_-_Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 795 Brazil BR Education 548 36 34 145478000 36400 581900 436400 7000000 nan 2018 Jan 26 51.3 212559417 12.08 183241641 -14.235004 -51.92528
680 League_of_Legends 15000000 7159750970 Gaming League_of_Legends 1362 United_States US Games 805 151 48 43133000 10800 172500 129400 2100000 nan 2009 Feb 9 88.2 328239523 14.7 270663028 37.09024 -95.712891
681 TheRichest 15000000 2730879024 Education Therichest 0 United_States US Games 4057944 7692 7445 nan 0 0 0 0 nan 2006 May 25 88.2 328239523 14.7 270663028 37.09024 -95.712891
682 XpressTV 15000000 4008801873 Entertainment XpressTV 724 Mexico MX Entertainment 1907 26 146 33880000 8500 135500 101600 1600000 100000 2014 Nov 17 40.2 126014024 3.42 102626859 23.634501 -102.552784
683 PlayStation 15000000 4741434420 Gaming PlayStation 20292 United_States US Games 1469 151 48 41789000 10400 167200 125400 2000000 100000 2005 Dec 16 88.2 328239523 14.7 270663028 37.09024 -95.712891
684 Kwebbelkop 15000000 6889304306 Gaming Kwebbelkop 5198 United_States US Film 857 151 37 29724000 7400 118900 89200 1400000 100000 2008 Apr 2 88.2 328239523 14.7 270663028 37.09024 -95.712891
685 Republic_Bharat 15000000 7536093065 News_&_Politics Gyani_Beast 206 India IN News 1145576 2573 1992 998 0.25 4 3 48 nan 2018 Aug 16 28.1 1366417754 5.36 471031528 20.593684 78.96288
686 THE_BROWN_SIBLINGS 15000000 8658553456 Entertainment THE_BROWN_SIBLINGS 965 India IN Entertainment 577 103 145 102357000 25600 409400 307100 4900000 200000 2016 Oct 9 28.1 1366417754 5.36 471031528 20.593684 78.96288
687 Sony_Music_South 15000000 9978734160 Music Sony_Music_South 2726 India IN Music 439 103 127 242185000 60500 968700 726600 11600000 300000 2014 Aug 6 28.1 1366417754 5.36 471031528 20.593684 78.96288
688 BigSchool 15000000 9996133066 Gaming Big_School 68 nan nan Film 4056600 nan 5289 nan 0 0 0 0 nan 2020 Dec 2 nan nan nan nan nan nan
689 Ray_William_Johnson 15000000 10239836582 Entertainment Ray_William_Johnson 1803 United_States US Comedy 423 151 29 312858000 78200 1300000 938600 15000000 200000 2008 May 26 88.2 328239523 14.7 270663028 37.09024 -95.712891
690 KOMPASTV 15000000 11827310821 News_&_Politics KOMPASTV 269050 Indonesia ID News 331 25 17 113064000 28300 452300 339200 5400000 100000 2013 Aug 23 36.3 270203917 4.69 151509724 -0.789275 113.921327
691 ISSEI_/_ï¿½ï¿½ï¿½ï¿½ 15000000 13562853889 Comedy ISSEI_/_ï¿½ï¿½ï¿½ï¿½ 1788 Japan JP Comedy 277 5 29 282372000 70600 1100000 847100 13600000 900000 2014 Jul 23 63.2 126226568 2.29 115782416 36.204824 138.252924
692 Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï 15000000 11506702632 Music Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï 340 Brazil BR Music 347 36 128 182871000 45700 731500 548600 8800000 nan 2012 Apr 3 51.3 212559417 12.08 183241641 -14.235004 -51.92528
693 A2_Motivation_by_Arvind_Arora 15000000 8932038210 Entertainment A2_Motivation_by_Arvind_Arora 3168 India IN Entertainment 544 104 146 130731000 32700 522900 392200 6300000 200000 2017 Apr 7 28.1 1366417754 5.36 471031528 20.593684 78.96288
694 50_Cent 14900000 10069000444 Music 50_Cent 419 United_States US Music 435 152 129 119812000 30000 479200 359400 5800000 100000 2007 Feb 8 88.2 328239523 14.7 270663028 37.09024 -95.712891
695 MNCTV_OFFICIAL 14900000 8074260978 Entertainment MNCTV_OFFICIAL 66362 Indonesia ID Entertainment 639 26 146 43581000 10900 174300 130700 2100000 100000 2012 Nov 29 36.3 270203917 4.69 151509724 -0.789275 113.921327
696 ERB 14900000 4033400167 Entertainment ERB 86 United_States US Entertainment 1886 152 147 11043000 2800 44200 33100 530100 nan 2006 Feb 8 88.2 328239523 14.7 270663028 37.09024 -95.712891
697 melanie_martinez 14900000 4395184343 Music melanie_martinez 127 United_States US Music 1656 152 129 56358000 14100 225400 169100 2700000 100000 2007 Nov 3 88.2 328239523 14.7 270663028 37.09024 -95.712891
698 iTownGamePlay_*Terror&Diversiï¿½ï 14900000 4977284539 Entertainment iTownGamePlay_*Terror&Diversiï¿½ï 8420 Spain ES Games 1377 13 49 13857000 3500 55400 41600 665200 100000 2012 Feb 15 88.9 47076781 13.96 37927409 40.463667 -3.74922
699 ýýýýýýýýýýýý8_:_Thai_Ch8 14900000 5549770244 Entertainment ýýýýýýýýýýýý8_:_Thai_Ch8 27944 Thailand TH Entertainment 1181 12 147 49556000 12400 198200 148700 2400000 100000 2011 Oct 17 49.3 69625582 0.75 35294600 15.870032 100.992541
700 ZutiGang 14900000 15913320995 People_&_Blogs ZutiGang 1363 nan nan People 192 nan 45 346653000 86700 1400000 1000000 16600000 400000 2021 Mar 5 nan nan nan nan nan nan
701 ýýýýýý 14900000 439098 People_&_Blogs ýýýýýý 1 Russia RU News 3609784 10 19 7697 2 31 23 369 nan 2008 Aug 11 81.9 144373535 4.59 107683889 61.52401 105.318756
702 TazerCraft 14900000 5956193599 Gaming TazerCraft 4175 Brazil BR Games 1066 37 49 39775000 9900 159100 119300 1900000 100000 2011 Jul 13 51.3 212559417 12.08 183241641 -14.235004 -51.92528
703 Bayashi_TV 14900000 8615618825 Entertainment ýýýýýýýýýýýýýýýýýýBAYASHITV 93 Japan JP Autos 3468229 3508 3271 2477 0.62 10 7 119 9 2012 Nov 19 63.2 126226568 2.29 115782416 36.204824 138.252924
704 Fueled_By_Ramen 14800000 13356517783 Music Fueled_By_Ramen 1210 United_States US Entertainment 276 153 148 61205000 15300 244800 183600 2900000 nan 2006 Jun 9 88.2 328239523 14.7 270663028 37.09024 -95.712891
705 CrashCourse 14800000 1833519700 Education CrashCourse 1481 United_States US Education 5533 153 35 7177000 1800 28700 21500 344500 nan 2006 May 20 88.2 328239523 14.7 270663028 37.09024 -95.712891
706 MattyBRaps 14800000 3587576784 Music MattyBRaps 195 United_States US Music 2226 153 130 22980000 5700 91900 68900 1100000 nan 2010 May 31 88.2 328239523 14.7 270663028 37.09024 -95.712891
707 Lachlan 14800000 5269059435 Gaming Lachlan 3834 Australia AU Games 1253 7 50 21072000 5300 84300 63200 1000000 nan 2013 Mar 19 113.1 25766605 5.27 21844756 -25.274398 133.775136
708 ýýýýýýýý_ýýýýýýýý 14800000 7018015062 Howto_&_Style ýýýýýýýý_ýýýýýýýý 2387 Ukraine UA Howto 828 3 25 47117000 11800 188500 141400 2300000 nan 2015 Oct 12 82.7 44385155 8.88 30835699 48.379433 31.16558
709 Meghan_Trainor 14800000 8649303688 People_&_Blogs Meghan_Trainor 233 United_States US Music 580 153 130 51645000 12900 206600 154900 2500000 nan 2008 Jun 4 88.2 328239523 14.7 270663028 37.09024 -95.712891
710 Jorge_&_Mateus_Oficial 14800000 9076642765 Music Jorge_&_Mateus_Oficial 318 Brazil BR Music 529 38 130 88120000 22000 352500 264400 4200000 nan 2008 Jul 29 51.3 212559417 12.08 183241641 -14.235004 -51.92528
711 Major_Lazer_Official 14800000 9383431376 Music MajorLazerOfficial 0 nan nan nan 4057944 nan nan nan 0 0 0 0 nan 2013 Jun 14 nan nan nan nan nan nan
712 Beast_Philanthropy 14800000 272678287 People_&_Blogs Beast_Philanthropy 34 Germany DE Games 3968552 2600 4443 37883 9 152 114 1800 3580 2015 Jan 31 70.2 83132799 3.04 64324835 51.165691 10.451526
